,temp,pressure,humidity,rain_1h,play
25568,293.0,1015.0,43.0,0.0,1.0
25572,289.0,1015.0,63.0,0.0,1.0
25574,288.0,1014.0,68.0,0.0,1.0
25576,287.0,1014.0,76.0,0.0,1.0
25583,289.0,1012.0,72.0,0.0,1.0
25584,291.0,1012.0,67.0,0.0,1.0
25588,298.0,1009.0,41.0,0.0,1.0
25589,298.0,1008.0,41.0,0.0,1.0
25593,293.0,1009.0,56.0,0.0,1.0
25599,289.0,1015.0,85.0,6.0,0.0
25600,288.0,1015.0,78.0,0.0,1.0
25606,286.0,1019.0,79.0,0.0,1.0
25607,288.0,1019.0,73.0,0.0,1.0
25608,288.0,1020.0,70.0,0.0,1.0
25609,289.0,1020.0,63.0,0.0,1.0
25615,292.0,1019.0,51.0,0.0,1.0
25618,287.0,1019.0,72.0,0.0,1.0
25621,286.0,1019.0,67.0,0.0,1.0
25628,282.0,1020.0,82.0,0.0,1.0
25631,287.0,1021.0,69.0,0.0,0.0
25635,293.0,1021.0,51.0,0.0,1.0
25637,294.0,1020.0,43.0,0.0,1.0
25639,293.0,1020.0,37.0,0.0,1.0
25641,289.0,1020.0,56.0,0.0,1.0
25645,285.0,1021.0,74.0,0.0,1.0
25650,283.0,1021.0,87.0,0.0,1.0
25651,283.0,1021.0,85.0,0.0,1.0
25660,296.0,1021.0,34.0,0.0,1.0
25661,295.0,1021.0,34.0,0.0,1.0
25665,290.0,1021.0,47.0,0.0,1.0
25673,284.0,1019.0,71.0,0.0,1.0
25675,283.0,1018.0,76.0,0.0,1.0
25678,284.0,1017.0,79.0,0.0,0.0
25679,287.0,1017.0,71.0,0.0,0.0
25681,291.0,1017.0,53.0,0.0,1.0
25682,293.0,1016.0,46.0,0.0,1.0
25686,295.0,1015.0,35.0,0.0,1.0
25689,290.0,1015.0,45.0,0.0,1.0
25697,286.0,1016.0,76.0,0.0,1.0
25698,285.0,1015.0,76.0,0.0,1.0
25699,285.0,1016.0,79.0,0.0,1.0
25706,292.0,1018.0,56.0,0.0,0.0
25714,288.0,1019.0,71.0,0.0,0.0
25727,286.0,1022.0,82.0,0.0,0.0
25728,288.0,1022.0,72.0,0.0,0.0
25729,291.0,1022.0,63.0,0.0,0.0
25730,292.0,1021.0,56.0,0.0,0.0
25736,291.0,1021.0,45.0,0.0,1.0
25740,287.0,1022.0,51.0,0.0,1.0
25741,286.0,1022.0,54.0,0.0,1.0
25743,284.0,1022.0,66.0,0.0,1.0
25744,283.0,1022.0,71.0,0.0,1.0
25745,282.0,1022.0,76.0,0.0,1.0
25747,281.0,1022.0,75.0,0.0,1.0
25754,290.0,1022.0,42.0,0.0,1.0
25756,292.0,1022.0,37.0,0.0,1.0
25757,292.0,1021.0,35.0,0.0,1.0
25758,291.0,1021.0,34.0,0.0,1.0
25760,289.0,1022.0,43.0,0.0,1.0
25766,283.0,1022.0,71.0,0.0,1.0
25771,279.0,1021.0,87.0,0.0,1.0
25774,279.0,1021.0,81.0,0.0,1.0
25779,288.0,1018.0,45.0,0.0,1.0
25794,283.0,1009.0,78.0,0.0,1.0
25797,283.0,1008.0,84.0,0.0,0.0
25798,284.0,1007.0,81.0,0.0,0.0
25799,287.0,1007.0,62.0,0.0,1.0
25802,291.0,1007.0,41.0,0.0,1.0
25812,288.0,1005.0,62.0,0.0,1.0
25815,287.0,1004.0,72.0,16.0,0.0
25816,286.0,1004.0,72.0,5.0,0.0
25824,286.0,1001.0,82.0,0.0,0.0
25825,286.0,1001.0,77.0,0.0,1.0
25829,290.0,999.0,57.0,0.0,1.0
25833,288.0,997.0,65.0,0.0,1.0
25835,288.0,996.0,59.0,0.0,1.0
25837,287.0,994.0,74.0,23.0,0.0
25838,286.0,993.0,76.0,115.0,0.0
25844,284.0,990.0,81.0,0.0,1.0
25849,283.0,989.0,71.0,32.0,0.0
25858,283.0,990.0,89.0,92.0,0.0
25860,283.0,991.0,91.0,0.0,1.0
25866,283.0,993.0,86.0,0.0,1.0
25869,283.0,994.0,89.0,0.0,1.0
25870,284.0,995.0,89.0,0.0,1.0
25876,287.0,997.0,70.0,0.0,1.0
25877,287.0,997.0,70.0,0.0,1.0
25878,287.0,998.0,76.0,0.0,1.0
25884,284.0,1000.0,85.0,0.0,1.0
25886,283.0,1001.0,81.0,0.0,1.0
25891,283.0,1002.0,83.0,0.0,1.0
25896,285.0,1004.0,69.0,0.0,1.0
25898,287.0,1005.0,61.0,0.0,1.0
25899,287.0,1005.0,65.0,0.0,1.0
25904,286.0,1007.0,66.0,0.0,1.0
25905,285.0,1008.0,73.0,0.0,1.0
25906,284.0,1008.0,75.0,0.0,1.0
25909,283.0,1010.0,85.0,0.0,1.0
25912,282.0,1011.0,87.0,0.0,1.0
25913,282.0,1011.0,86.0,0.0,1.0
25914,282.0,1011.0,87.0,0.0,1.0
25918,282.0,1013.0,88.0,0.0,0.0
25919,283.0,1013.0,81.0,0.0,1.0
25923,288.0,1013.0,60.0,0.0,1.0
25925,287.0,1013.0,59.0,0.0,1.0
25930,284.0,1014.0,76.0,0.0,1.0
25931,284.0,1014.0,76.0,0.0,1.0
25939,281.0,1013.0,92.0,0.0,1.0
25940,280.0,1013.0,93.0,0.0,0.0
25941,280.0,1013.0,93.0,0.0,0.0
25942,281.0,1013.0,88.0,0.0,0.0
25944,283.0,1013.0,81.0,0.0,0.0
25946,286.0,1012.0,68.0,0.0,1.0
25947,286.0,1012.0,69.0,0.0,1.0
25950,286.0,1010.0,72.0,0.0,1.0
25952,285.0,1010.0,72.0,0.0,1.0
25957,282.0,1008.0,86.0,0.0,1.0
25959,281.0,1007.0,86.0,0.0,1.0
25961,282.0,1006.0,87.0,5.0,0.0
25965,282.0,1005.0,92.0,19.0,0.0
25967,283.0,1005.0,96.0,14.0,0.0
25970,285.0,1003.0,76.0,0.0,1.0
25974,285.0,1002.0,86.0,127.0,0.0
25982,282.0,999.0,93.0,0.0,1.0
25984,282.0,999.0,90.0,0.0,0.0
25986,281.0,998.0,94.0,0.0,0.0
25987,282.0,997.0,92.0,0.0,0.0
25992,282.0,992.0,92.0,57.0,0.0
25994,282.0,989.0,90.0,68.0,0.0
25997,284.0,987.0,92.0,107.0,0.0
25998,284.0,986.0,94.0,174.0,0.0
26005,284.0,986.0,94.0,0.0,1.0
26007,283.0,987.0,81.0,0.0,1.0
26008,283.0,988.0,85.0,0.0,1.0
26009,282.0,989.0,87.0,0.0,1.0
26010,281.0,989.0,86.0,0.0,1.0
26014,282.0,990.0,82.0,0.0,1.0
26018,287.0,989.0,61.0,0.0,1.0
26020,286.0,988.0,68.0,5.0,0.0
26030,284.0,989.0,78.0,16.0,0.0
26032,284.0,990.0,81.0,0.0,1.0
26040,284.0,996.0,76.0,0.0,1.0
26041,285.0,997.0,72.0,5.0,0.0
26047,282.0,999.0,87.0,66.0,0.0
26049,282.0,1001.0,92.0,6.0,0.0
26052,283.0,1004.0,92.0,77.0,0.0
26055,283.0,1007.0,90.0,0.0,1.0
26056,283.0,1008.0,89.0,0.0,1.0
26063,282.0,1013.0,87.0,0.0,1.0
26070,284.0,1013.0,71.0,0.0,1.0
26074,280.0,1013.0,93.0,0.0,0.0
26076,278.0,1014.0,97.0,0.0,0.0
26077,278.0,1013.0,100.0,0.0,0.0
26080,278.0,1012.0,93.0,0.0,0.0
26081,277.0,1012.0,93.0,0.0,1.0
26083,277.0,1012.0,93.0,0.0,0.0
26084,276.0,1012.0,95.0,0.0,1.0
26085,276.0,1012.0,93.0,0.0,1.0
26086,277.0,1012.0,93.0,0.0,0.0
26089,284.0,1011.0,69.0,0.0,1.0
26091,286.0,1010.0,59.0,0.0,1.0
26094,285.0,1010.0,55.0,0.0,1.0
26097,284.0,1010.0,63.0,0.0,1.0
26099,283.0,1011.0,74.0,5.0,0.0
26103,282.0,1011.0,92.0,11.0,0.0
26104,281.0,1011.0,94.0,0.0,1.0
26106,281.0,1012.0,94.0,0.0,0.0
26107,281.0,1012.0,94.0,0.0,0.0
26115,287.0,1013.0,67.0,0.0,1.0
26117,287.0,1013.0,66.0,0.0,1.0
26120,284.0,1014.0,82.0,0.0,0.0
26122,283.0,1015.0,87.0,0.0,0.0
26123,282.0,1015.0,87.0,0.0,0.0
26125,281.0,1016.0,87.0,0.0,0.0
26127,280.0,1017.0,92.0,0.0,0.0
26128,280.0,1016.0,93.0,0.0,0.0
26132,280.0,1017.0,89.0,0.0,0.0
26134,281.0,1018.0,89.0,0.0,0.0
26138,281.0,1020.0,91.0,0.0,1.0
26140,281.0,1020.0,97.0,0.0,1.0
26143,282.0,1020.0,94.0,0.0,0.0
26144,282.0,1020.0,96.0,0.0,0.0
26145,282.0,1020.0,96.0,0.0,0.0
26158,281.0,1021.0,97.0,0.0,0.0
26159,282.0,1020.0,93.0,0.0,0.0
26164,287.0,1017.0,62.0,0.0,1.0
26165,288.0,1016.0,56.0,0.0,1.0
26169,285.0,1015.0,63.0,0.0,1.0
26173,284.0,1014.0,78.0,0.0,1.0
26174,284.0,1014.0,79.0,0.0,1.0
26176,284.0,1014.0,78.0,0.0,1.0
26177,284.0,1014.0,76.0,0.0,1.0
26179,284.0,1014.0,79.0,0.0,1.0
26181,285.0,1014.0,79.0,0.0,1.0
26190,288.0,1013.0,69.0,0.0,0.0
26193,286.0,1012.0,73.0,0.0,0.0
26206,280.0,1011.0,97.0,0.0,0.0
26207,281.0,1011.0,98.0,0.0,0.0
26211,288.0,1008.0,72.0,0.0,0.0
26219,283.0,1005.0,76.0,0.0,1.0
26223,281.0,1005.0,87.0,0.0,1.0
26227,280.0,1005.0,87.0,0.0,1.0
26231,281.0,1006.0,90.0,0.0,0.0
26243,286.0,1004.0,78.0,0.0,1.0
26251,283.0,1006.0,91.0,0.0,0.0
26254,283.0,1008.0,89.0,0.0,0.0
26257,286.0,1010.0,78.0,0.0,1.0
26259,285.0,1011.0,86.0,22.0,0.0
26260,285.0,1012.0,94.0,12.0,0.0
26261,284.0,1012.0,96.0,21.0,0.0
26266,282.0,1018.0,90.0,0.0,1.0
26267,281.0,1020.0,92.0,5.0,0.0
26269,282.0,1020.0,93.0,0.0,1.0
26270,281.0,1021.0,93.0,0.0,1.0
26278,277.0,1024.0,99.0,0.0,0.0
26279,278.0,1025.0,98.0,0.0,1.0
26282,281.0,1025.0,92.0,0.0,1.0
26283,281.0,1025.0,92.0,0.0,0.0
26285,281.0,1024.0,89.0,0.0,0.0
26297,277.0,1022.0,100.0,0.0,0.0
26299,276.0,1022.0,100.0,0.0,0.0
26303,278.0,1022.0,86.0,0.0,0.0
26306,283.0,1022.0,67.0,0.0,0.0
26308,284.0,1021.0,62.0,0.0,1.0
26312,283.0,1022.0,72.0,0.0,1.0
26314,281.0,1022.0,79.0,0.0,1.0
26315,281.0,1022.0,82.0,0.0,1.0
26319,279.0,1022.0,87.0,0.0,1.0
26320,279.0,1022.0,88.0,0.0,0.0
26321,279.0,1022.0,88.0,0.0,0.0
26328,281.0,1026.0,83.0,0.0,0.0
26331,285.0,1027.0,82.0,0.0,0.0
26332,285.0,1027.0,82.0,0.0,0.0
26335,285.0,1028.0,92.0,0.0,0.0
26348,282.0,1033.0,97.0,0.0,0.0
26355,285.0,1035.0,80.0,0.0,0.0
26356,285.0,1035.0,79.0,0.0,0.0
26360,284.0,1036.0,88.0,0.0,0.0
26367,282.0,1037.0,94.0,0.0,0.0
26369,282.0,1037.0,92.0,0.0,0.0
26371,282.0,1037.0,90.0,0.0,0.0
26375,282.0,1037.0,90.0,0.0,0.0
26379,286.0,1036.0,62.0,0.0,0.0
26380,287.0,1035.0,54.0,0.0,1.0
26381,287.0,1035.0,54.0,0.0,1.0
26382,286.0,1035.0,58.0,0.0,1.0
26388,281.0,1035.0,93.0,0.0,0.0
26391,280.0,1034.0,100.0,0.0,0.0
26395,279.0,1033.0,100.0,0.0,0.0
26398,278.0,1033.0,95.0,0.0,0.0
26401,280.0,1033.0,98.0,0.0,0.0
26410,280.0,1032.0,92.0,0.0,0.0
26417,278.0,1030.0,93.0,0.0,0.0
26418,278.0,1030.0,94.0,0.0,0.0
26420,278.0,1029.0,94.0,0.0,0.0
26421,278.0,1030.0,92.0,0.0,0.0
26423,278.0,1029.0,91.0,0.0,0.0
26425,280.0,1029.0,83.0,0.0,0.0
26428,282.0,1028.0,79.0,0.0,0.0
26436,278.0,1027.0,93.0,0.0,0.0
26437,278.0,1026.0,93.0,0.0,0.0
26438,277.0,1027.0,95.0,0.0,0.0
26441,276.0,1026.0,97.0,0.0,0.0
26445,277.0,1026.0,93.0,0.0,0.0
26447,278.0,1026.0,88.0,0.0,0.0
26448,279.0,1026.0,84.0,0.0,0.0
26449,281.0,1026.0,81.0,0.0,1.0
26451,283.0,1026.0,76.0,0.0,0.0
26454,285.0,1025.0,72.0,0.0,0.0
26458,285.0,1024.0,74.0,0.0,0.0
26460,285.0,1024.0,74.0,0.0,1.0
26461,285.0,1024.0,74.0,0.0,1.0
26463,284.0,1024.0,79.0,0.0,1.0
26464,284.0,1023.0,77.0,0.0,1.0
26467,284.0,1023.0,77.0,0.0,1.0
26468,284.0,1023.0,79.0,0.0,1.0
26470,284.0,1023.0,78.0,0.0,0.0
26472,286.0,1024.0,77.0,0.0,1.0
26476,287.0,1024.0,76.0,0.0,0.0
26477,287.0,1024.0,76.0,5.0,0.0
26478,286.0,1024.0,86.0,0.0,0.0
26481,286.0,1025.0,87.0,0.0,1.0
26484,286.0,1025.0,90.0,0.0,0.0
26487,285.0,1026.0,95.0,0.0,0.0
26493,284.0,1025.0,87.0,0.0,1.0
26499,285.0,1026.0,77.0,0.0,1.0
26503,284.0,1025.0,80.0,0.0,1.0
26513,281.0,1025.0,92.0,0.0,1.0
26514,281.0,1024.0,89.0,0.0,1.0
26520,282.0,1024.0,79.0,0.0,1.0
26524,284.0,1023.0,66.0,0.0,1.0
26525,284.0,1023.0,65.0,0.0,1.0
26527,282.0,1022.0,77.0,0.0,1.0
26528,280.0,1023.0,79.0,0.0,1.0
26530,279.0,1022.0,81.0,0.0,1.0
26534,278.0,1024.0,92.0,0.0,0.0
26537,280.0,1025.0,85.0,0.0,1.0
26543,275.0,1029.0,69.0,0.0,1.0
26545,278.0,1030.0,48.0,0.0,1.0
26546,279.0,1030.0,45.0,0.0,1.0
26550,278.0,1030.0,43.0,0.0,1.0
26551,277.0,1030.0,48.0,0.0,1.0
26562,272.0,1030.0,68.0,0.0,1.0
26564,272.0,1029.0,80.0,0.0,1.0
26565,272.0,1030.0,79.0,0.0,1.0
26567,273.0,1029.0,80.0,0.0,1.0
26569,277.0,1029.0,60.0,0.0,1.0
26572,278.0,1027.0,48.0,0.0,1.0
26574,278.0,1026.0,46.0,0.0,1.0
26578,275.0,1025.0,51.0,0.0,1.0
26579,274.0,1025.0,47.0,0.0,1.0
26580,273.0,1025.0,55.0,0.0,1.0
26591,272.0,1021.0,63.0,0.0,0.0
26592,273.0,1020.0,59.0,0.0,0.0
26601,276.0,1015.0,44.0,0.0,1.0
26604,275.0,1013.0,55.0,0.0,1.0
26607,274.0,1012.0,64.0,0.0,1.0
26609,274.0,1011.0,60.0,0.0,1.0
26610,274.0,1010.0,64.0,0.0,1.0
26616,276.0,1008.0,54.0,0.0,1.0
26617,278.0,1009.0,49.0,0.0,1.0
26624,280.0,1007.0,48.0,0.0,1.0
26627,280.0,1006.0,52.0,0.0,1.0
26631,280.0,1007.0,60.0,5.0,0.0
26633,281.0,1006.0,57.0,0.0,1.0
26637,281.0,1007.0,58.0,0.0,1.0
26645,286.0,1008.0,58.0,0.0,1.0
26646,286.0,1008.0,63.0,0.0,1.0
26654,282.0,1013.0,79.0,0.0,1.0
26657,282.0,1015.0,81.0,0.0,1.0
26665,285.0,1018.0,76.0,0.0,0.0
26675,282.0,1020.0,76.0,0.0,1.0
26683,283.0,1020.0,70.0,0.0,1.0
26686,282.0,1022.0,80.0,0.0,1.0
26687,282.0,1024.0,81.0,0.0,1.0
26693,287.0,1025.0,59.0,0.0,1.0
26695,285.0,1026.0,64.0,0.0,1.0
26700,282.0,1027.0,81.0,0.0,1.0
26706,278.0,1025.0,93.0,0.0,0.0
26707,277.0,1024.0,93.0,0.0,0.0
26710,277.0,1023.0,95.0,0.0,0.0
26712,279.0,1022.0,88.0,0.0,0.0
26715,284.0,1018.0,71.0,0.0,1.0
26716,285.0,1017.0,65.0,0.0,1.0
26717,285.0,1016.0,66.0,0.0,1.0
26722,280.0,1011.0,87.0,0.0,1.0
26723,280.0,1010.0,81.0,0.0,1.0
26729,281.0,1006.0,87.0,127.0,0.0
26730,282.0,1006.0,89.0,0.0,1.0
26731,282.0,1007.0,89.0,0.0,1.0
26737,283.0,1007.0,78.0,0.0,1.0
26739,283.0,1006.0,71.0,0.0,1.0
26742,282.0,1005.0,87.0,0.0,1.0
26743,282.0,1005.0,84.0,0.0,1.0
26744,281.0,1005.0,77.0,3.0,0.0
26747,280.0,1005.0,81.0,0.0,1.0
26749,279.0,1005.0,82.0,0.0,1.0
26756,276.0,1005.0,93.0,0.0,1.0
26759,277.0,1006.0,91.0,0.0,1.0
26763,281.0,1004.0,71.0,0.0,1.0
26766,280.0,1004.0,69.0,0.0,1.0
26767,280.0,1004.0,75.0,0.0,1.0
26772,277.0,1004.0,84.0,0.0,1.0
26774,276.0,1005.0,86.0,0.0,1.0
26780,272.0,1006.0,100.0,0.0,0.0
26781,272.0,1006.0,97.0,0.0,0.0
26784,274.0,1009.0,91.0,0.0,0.0
26785,275.0,1009.0,86.0,0.0,0.0
26786,276.0,1009.0,83.0,0.0,0.0
26787,277.0,1009.0,83.0,0.0,0.0
26788,277.0,1010.0,79.0,0.0,0.0
26790,277.0,1011.0,80.0,0.0,0.0
26791,277.0,1011.0,84.0,0.0,1.0
26793,276.0,1013.0,86.0,0.0,1.0
26798,276.0,1015.0,84.0,0.0,0.0
26804,275.0,1015.0,86.0,0.0,1.0
26806,275.0,1015.0,90.0,0.0,0.0
26808,275.0,1015.0,87.0,0.0,0.0
26811,276.0,1012.0,85.0,0.0,0.0
26812,277.0,1011.0,77.0,0.0,0.0
26815,277.0,1009.0,72.0,0.0,1.0
26829,277.0,1004.0,88.0,0.0,1.0
26831,277.0,1006.0,91.0,0.0,1.0
26832,277.0,1006.0,88.0,0.0,1.0
26833,277.0,1007.0,88.0,0.0,1.0
26840,277.0,1006.0,84.0,0.0,1.0
26845,277.0,1004.0,83.0,0.0,1.0
26846,277.0,1003.0,84.0,16.0,0.0
26847,277.0,1002.0,91.0,5.0,0.0
26848,277.0,1002.0,91.0,2.0,0.0
26853,278.0,1001.0,92.0,3.0,0.0
26859,279.0,1003.0,93.0,26.0,0.0
26862,280.0,1003.0,88.0,17.0,0.0
26863,280.0,1003.0,91.0,53.0,0.0
26869,283.0,1002.0,92.0,0.0,1.0
26870,283.0,1003.0,91.0,26.0,0.0
26876,283.0,1005.0,82.0,13.0,0.0
26886,281.0,1011.0,61.0,0.0,1.0
26890,280.0,1012.0,55.0,0.0,1.0
26892,280.0,1013.0,62.0,0.0,1.0
26895,279.0,1012.0,72.0,0.0,1.0
26898,277.0,1013.0,88.0,0.0,1.0
26900,277.0,1014.0,83.0,0.0,1.0
26905,280.0,1017.0,65.0,3.0,0.0
26908,281.0,1018.0,58.0,0.0,1.0
26910,281.0,1018.0,62.0,0.0,1.0
26913,279.0,1020.0,88.0,0.0,1.0
26915,279.0,1021.0,83.0,0.0,1.0
26916,279.0,1022.0,81.0,0.0,1.0
26919,278.0,1024.0,83.0,0.0,1.0
26924,276.0,1025.0,86.0,0.0,1.0
26926,276.0,1026.0,94.0,0.0,1.0
26927,277.0,1026.0,91.0,0.0,1.0
26932,281.0,1025.0,80.0,0.0,0.0
26937,278.0,1022.0,85.0,0.0,1.0
26938,278.0,1022.0,85.0,0.0,1.0
26940,278.0,1020.0,76.0,0.0,1.0
26941,278.0,1019.0,76.0,0.0,1.0
26949,278.0,1014.0,68.0,0.0,1.0
26953,281.0,1015.0,66.0,0.0,1.0
26955,283.0,1016.0,64.0,0.0,1.0
26956,283.0,1017.0,67.0,0.0,1.0
26957,283.0,1018.0,71.0,29.0,0.0
26960,282.0,1020.0,87.0,5.0,0.0
26961,281.0,1021.0,83.0,0.0,1.0
26971,280.0,1021.0,95.0,0.0,0.0
26974,281.0,1021.0,90.0,0.0,0.0
26977,282.0,1021.0,89.0,0.0,0.0
26978,282.0,1021.0,84.0,0.0,0.0
26979,284.0,1020.0,78.0,0.0,0.0
26990,282.0,1013.0,66.0,0.0,1.0
26991,282.0,1012.0,62.0,0.0,1.0
26995,282.0,1010.0,55.0,0.0,1.0
26999,283.0,1008.0,58.0,0.0,1.0
27005,285.0,1007.0,56.0,0.0,1.0
27007,286.0,1008.0,63.0,0.0,1.0
27012,280.0,1013.0,61.0,0.0,1.0
27018,277.0,1015.0,80.0,0.0,1.0
27019,276.0,1014.0,86.0,0.0,1.0
27023,276.0,1014.0,87.0,0.0,1.0
27024,277.0,1014.0,85.0,0.0,1.0
27025,277.0,1014.0,82.0,0.0,1.0
27026,280.0,1014.0,73.0,0.0,1.0
27030,282.0,1011.0,65.0,0.0,1.0
27032,280.0,1011.0,73.0,0.0,1.0
27035,278.0,1011.0,81.0,0.0,1.0
27043,276.0,1009.0,87.0,0.0,1.0
27044,276.0,1009.0,89.0,0.0,1.0
27045,276.0,1009.0,87.0,0.0,1.0
27046,276.0,1008.0,90.0,0.0,1.0
27047,275.0,1009.0,90.0,0.0,0.0
27050,278.0,1008.0,83.0,0.0,0.0
27052,280.0,1007.0,78.0,0.0,0.0
27059,279.0,1008.0,75.0,0.0,1.0
27067,275.0,1009.0,93.0,0.0,0.0
27068,275.0,1009.0,93.0,0.0,0.0
27072,275.0,1008.0,97.0,0.0,0.0
27076,277.0,1007.0,90.0,0.0,0.0
27078,277.0,1006.0,91.0,0.0,0.0
27080,277.0,1005.0,93.0,0.0,0.0
27083,277.0,1005.0,95.0,0.0,0.0
27085,276.0,1005.0,98.0,0.0,0.0
27087,276.0,1005.0,97.0,0.0,1.0
27088,276.0,1005.0,98.0,0.0,0.0
27113,274.0,1022.0,100.0,0.0,0.0
27114,274.0,1023.0,100.0,0.0,0.0
27117,275.0,1025.0,92.0,0.0,1.0
27118,275.0,1025.0,90.0,0.0,0.0
27121,275.0,1027.0,95.0,0.0,0.0
27125,275.0,1028.0,93.0,0.0,0.0
27127,275.0,1029.0,96.0,0.0,0.0
27128,274.0,1030.0,97.0,0.0,0.0
27132,275.0,1032.0,98.0,0.0,1.0
27133,275.0,1032.0,96.0,0.0,0.0
27137,276.0,1034.0,89.0,0.0,1.0
27138,276.0,1034.0,87.0,0.0,1.0
27139,276.0,1035.0,87.0,0.0,1.0
27143,276.0,1036.0,82.0,0.0,0.0
27150,277.0,1037.0,81.0,0.0,1.0
27158,276.0,1038.0,86.0,0.0,1.0
27165,275.0,1036.0,84.0,0.0,1.0
27166,274.0,1036.0,80.0,0.0,1.0
27167,274.0,1036.0,77.0,0.0,1.0
27170,275.0,1036.0,71.0,0.0,1.0
27173,276.0,1034.0,66.0,0.0,1.0
27177,274.0,1033.0,86.0,0.0,1.0
27185,272.0,1032.0,92.0,0.0,1.0
27186,271.0,1032.0,92.0,0.0,1.0
27190,271.0,1032.0,90.0,0.0,0.0
27191,271.0,1032.0,92.0,0.0,0.0
27193,272.0,1032.0,86.0,0.0,0.0
27195,275.0,1031.0,74.0,0.0,0.0
27200,274.0,1030.0,80.0,0.0,0.0
27204,273.0,1030.0,92.0,0.0,0.0
27208,272.0,1032.0,96.0,0.0,0.0
27210,272.0,1032.0,93.0,0.0,0.0
27212,272.0,1032.0,92.0,0.0,0.0
27216,272.0,1033.0,96.0,0.0,0.0
27217,272.0,1034.0,96.0,0.0,0.0
27221,272.0,1034.0,97.0,0.0,0.0
27223,272.0,1035.0,97.0,0.0,0.0
27225,272.0,1035.0,98.0,0.0,0.0
27226,272.0,1035.0,95.0,0.0,1.0
27228,272.0,1036.0,95.0,0.0,0.0
27229,271.0,1036.0,97.0,0.0,0.0
27239,271.0,1037.0,96.0,0.0,0.0
27240,271.0,1037.0,96.0,0.0,0.0
27253,271.0,1037.0,99.0,0.0,1.0
27259,272.0,1037.0,99.0,0.0,1.0
27262,272.0,1036.0,93.0,0.0,1.0
27272,274.0,1031.0,93.0,0.0,0.0
27277,274.0,1028.0,95.0,0.0,0.0
27279,274.0,1026.0,86.0,0.0,0.0
27280,274.0,1026.0,84.0,0.0,0.0
27282,275.0,1024.0,82.0,0.0,1.0
27298,276.0,1020.0,97.0,0.0,1.0
27300,276.0,1020.0,95.0,0.0,1.0
27304,276.0,1022.0,88.0,0.0,1.0
27305,276.0,1022.0,89.0,0.0,1.0
27311,275.0,1022.0,89.0,0.0,1.0
27314,275.0,1022.0,87.0,0.0,0.0
27320,275.0,1018.0,83.0,0.0,1.0
27325,275.0,1012.0,90.0,5.0,0.0
27328,275.0,1009.0,93.0,0.0,0.0
27329,275.0,1009.0,93.0,0.0,0.0
27330,276.0,1007.0,95.0,0.0,1.0
27340,283.0,1007.0,90.0,0.0,0.0
27342,282.0,1007.0,79.0,0.0,1.0
27343,281.0,1007.0,76.0,0.0,1.0
27345,281.0,1007.0,79.0,0.0,1.0
27347,281.0,1007.0,84.0,0.0,1.0
27348,280.0,1007.0,81.0,0.0,1.0
27350,280.0,1007.0,80.0,0.0,1.0
27353,280.0,1007.0,84.0,0.0,1.0
27360,278.0,1006.0,88.0,0.0,1.0
27363,280.0,1003.0,84.0,0.0,0.0
27366,280.0,1001.0,83.0,0.0,1.0
27367,281.0,1000.0,80.0,0.0,1.0
27373,280.0,998.0,72.0,0.0,1.0
27379,279.0,995.0,77.0,5.0,0.0
27380,279.0,994.0,77.0,5.0,0.0
27383,282.0,989.0,73.0,0.0,1.0
27384,282.0,988.0,74.0,24.0,0.0
27386,283.0,987.0,89.0,18.0,0.0
27392,283.0,986.0,73.0,0.0,1.0
27402,278.0,989.0,75.0,0.0,1.0
27404,278.0,989.0,79.0,0.0,1.0
27410,277.0,990.0,74.0,0.0,1.0
27411,278.0,989.0,66.0,0.0,1.0
27413,278.0,988.0,73.0,0.0,1.0
27416,276.0,988.0,91.0,16.0,0.0
27418,276.0,989.0,92.0,0.0,1.0
27432,277.0,995.0,79.0,0.0,1.0
27434,277.0,995.0,76.0,0.0,1.0
27436,277.0,995.0,76.0,0.0,1.0
27439,276.0,995.0,74.0,0.0,1.0
27445,272.0,995.0,92.0,0.0,1.0
27447,272.0,996.0,92.0,0.0,0.0
27450,271.0,998.0,92.0,0.0,0.0
27452,270.0,998.0,92.0,0.0,0.0
27457,270.0,1002.0,100.0,0.0,0.0
27462,274.0,1006.0,87.0,0.0,0.0
27463,274.0,1007.0,89.0,0.0,0.0
27465,274.0,1009.0,93.0,0.0,0.0
27469,273.0,1011.0,98.0,0.0,0.0
27471,273.0,1013.0,97.0,0.0,1.0
27472,273.0,1013.0,92.0,0.0,0.0
27473,272.0,1013.0,95.0,0.0,0.0
27475,271.0,1014.0,97.0,0.0,0.0
27482,271.0,1017.0,97.0,0.0,0.0
27484,272.0,1017.0,97.0,0.0,1.0
27485,272.0,1016.0,96.0,0.0,0.0
27488,273.0,1016.0,88.0,0.0,0.0
27490,273.0,1015.0,89.0,0.0,0.0
27494,272.0,1014.0,85.0,0.0,0.0
27509,276.0,993.0,89.0,43.0,0.0
27512,277.0,990.0,84.0,28.0,0.0
27517,281.0,984.0,87.0,18.0,0.0
27521,283.0,980.0,88.0,78.0,0.0
27522,284.0,980.0,76.0,26.0,0.0
27526,280.0,984.0,61.0,0.0,1.0
27535,278.0,990.0,64.0,0.0,1.0
27542,277.0,988.0,71.0,0.0,1.0
27545,276.0,988.0,87.0,0.0,1.0
27548,276.0,989.0,75.0,0.0,1.0
