,temp,pressure,humidity,rain_1h,play
216229,287.0,1016.0,82.0,0.0,1.0
216230,287.0,1017.0,85.0,0.0,1.0
216232,286.0,1018.0,87.0,0.0,1.0
216233,285.0,1018.0,87.0,0.0,1.0
216235,285.0,1019.0,88.0,0.0,1.0
216236,285.0,1019.0,87.0,0.0,1.0
216238,285.0,1020.0,84.0,0.0,1.0
216244,288.0,1021.0,65.0,0.0,1.0
216246,289.0,1021.0,61.0,0.0,1.0
216247,290.0,1021.0,59.0,0.0,1.0
216248,290.0,1021.0,57.0,0.0,1.0
216255,285.0,1021.0,85.0,0.0,1.0
216259,282.0,1020.0,93.0,0.0,1.0
216266,288.0,1019.0,76.0,24.0,0.0
216268,290.0,1018.0,67.0,2.0,0.0
216273,293.0,1017.0,64.0,0.0,1.0
216276,293.0,1016.0,69.0,0.0,1.0
216282,286.0,1016.0,93.0,0.0,1.0
216284,287.0,1016.0,95.0,0.0,1.0
216293,292.0,1018.0,68.0,0.0,1.0
216294,292.0,1018.0,66.0,0.0,1.0
216305,284.0,1022.0,75.0,0.0,1.0
216306,284.0,1022.0,78.0,0.0,1.0
216315,290.0,1021.0,57.0,0.0,1.0
216316,290.0,1021.0,52.0,0.0,1.0
216320,291.0,1020.0,57.0,0.0,1.0
216321,291.0,1020.0,60.0,0.0,1.0
216327,286.0,1020.0,92.0,0.0,1.0
216329,285.0,1019.0,91.0,0.0,1.0
216330,285.0,1019.0,92.0,0.0,1.0
216331,284.0,1019.0,93.0,0.0,1.0
216337,288.0,1019.0,84.0,11.0,0.0
216339,290.0,1018.0,68.0,12.0,0.0
216343,294.0,1017.0,52.0,0.0,1.0
216346,294.0,1016.0,53.0,0.0,1.0
216347,293.0,1015.0,56.0,0.0,1.0
216348,293.0,1015.0,58.0,0.0,1.0
216352,289.0,1013.0,78.0,0.0,1.0
216355,288.0,1012.0,80.0,0.0,1.0
216356,288.0,1011.0,79.0,0.0,1.0
216358,288.0,1010.0,79.0,0.0,1.0
216363,295.0,1007.0,59.0,0.0,1.0
216369,290.0,1009.0,82.0,94.0,0.0
216374,286.0,1011.0,91.0,0.0,1.0
216378,285.0,1011.0,87.0,0.0,1.0
216379,285.0,1011.0,90.0,0.0,1.0
216382,284.0,1012.0,95.0,0.0,1.0
216389,292.0,1011.0,56.0,0.0,1.0
216391,292.0,1011.0,53.0,11.0,0.0
216397,289.0,1011.0,69.0,0.0,1.0
216407,285.0,1012.0,88.0,0.0,1.0
216408,287.0,1012.0,81.0,0.0,1.0
216409,288.0,1012.0,78.0,0.0,1.0
216411,289.0,1011.0,71.0,87.0,0.0
216413,288.0,1011.0,79.0,36.0,0.0
216414,289.0,1011.0,77.0,31.0,0.0
216418,289.0,1011.0,72.0,0.0,1.0
216419,289.0,1011.0,67.0,0.0,1.0
216422,286.0,1013.0,81.0,0.0,1.0
216427,284.0,1014.0,90.0,0.0,1.0
216429,283.0,1014.0,92.0,0.0,1.0
216433,288.0,1015.0,73.0,0.0,1.0
216435,291.0,1015.0,63.0,0.0,1.0
216441,293.0,1015.0,51.0,0.0,1.0
216442,293.0,1015.0,54.0,0.0,1.0
216445,290.0,1015.0,68.0,0.0,1.0
216448,288.0,1015.0,78.0,14.0,0.0
216450,286.0,1016.0,85.0,0.0,1.0
216451,286.0,1015.0,88.0,0.0,1.0
216452,286.0,1015.0,90.0,0.0,1.0
216454,285.0,1015.0,92.0,25.0,0.0
216459,290.0,1015.0,66.0,0.0,1.0
216462,290.0,1015.0,78.0,68.0,0.0
216465,290.0,1015.0,74.0,0.0,1.0
216467,291.0,1015.0,70.0,0.0,1.0
216470,287.0,1016.0,84.0,0.0,1.0
216479,284.0,1019.0,92.0,0.0,1.0
216480,286.0,1019.0,86.0,0.0,1.0
216483,289.0,1020.0,61.0,0.0,1.0
216484,290.0,1020.0,56.0,0.0,1.0
216485,291.0,1020.0,55.0,0.0,1.0
216487,291.0,1021.0,50.0,0.0,1.0
216492,291.0,1021.0,51.0,0.0,1.0
216495,285.0,1022.0,80.0,0.0,1.0
216499,282.0,1023.0,92.0,0.0,1.0
216501,281.0,1023.0,93.0,0.0,1.0
216503,284.0,1023.0,87.0,0.0,1.0
216506,292.0,1022.0,52.0,0.0,1.0
216510,295.0,1020.0,39.0,0.0,1.0
216512,296.0,1018.0,38.0,0.0,1.0
216518,292.0,1016.0,55.0,0.0,1.0
216527,289.0,1013.0,71.0,0.0,1.0
216528,291.0,1013.0,68.0,0.0,1.0
216532,297.0,1012.0,60.0,0.0,1.0
216539,294.0,1009.0,74.0,36.0,0.0
216540,292.0,1009.0,90.0,2.0,0.0
216541,292.0,1009.0,94.0,59.0,0.0
216544,290.0,1008.0,97.0,29.0,0.0
216548,289.0,1007.0,98.0,0.0,1.0
216551,290.0,1006.0,94.0,58.0,0.0
216557,294.0,1007.0,63.0,0.0,1.0
216559,295.0,1008.0,58.0,0.0,1.0
216562,294.0,1008.0,54.0,0.0,1.0
216566,290.0,1009.0,70.0,0.0,1.0
216567,289.0,1009.0,73.0,0.0,1.0
216570,288.0,1009.0,76.0,0.0,1.0
216573,287.0,1009.0,90.0,67.0,0.0
216574,286.0,1010.0,93.0,46.0,0.0
216575,286.0,1010.0,94.0,59.0,0.0
216576,287.0,1010.0,92.0,27.0,0.0
216583,290.0,1010.0,72.0,113.0,0.0
216584,289.0,1011.0,79.0,74.0,0.0
216587,290.0,1010.0,69.0,0.0,1.0
216588,289.0,1010.0,74.0,25.0,0.0
216593,285.0,1011.0,86.0,0.0,1.0
216595,285.0,1011.0,86.0,0.0,1.0
216597,284.0,1010.0,88.0,0.0,1.0
216599,284.0,1010.0,88.0,0.0,1.0
216601,288.0,1010.0,74.0,0.0,1.0
216602,289.0,1009.0,65.0,0.0,1.0
216606,291.0,1007.0,56.0,0.0,1.0
216610,291.0,1005.0,60.0,64.0,0.0
216615,288.0,1005.0,69.0,0.0,1.0
216616,287.0,1005.0,74.0,14.0,0.0
216619,286.0,1004.0,88.0,41.0,0.0
216620,286.0,1004.0,91.0,31.0,0.0
216622,286.0,1004.0,92.0,0.0,1.0
216623,286.0,1004.0,91.0,14.0,0.0
216626,286.0,1004.0,94.0,98.0,0.0
216628,286.0,1005.0,96.0,4.0,0.0
216630,287.0,1005.0,93.0,23.0,0.0
216632,289.0,1005.0,84.0,11.0,0.0
216637,287.0,1006.0,80.0,0.0,1.0
216640,286.0,1007.0,88.0,0.0,1.0
216643,285.0,1007.0,88.0,0.0,1.0
216649,286.0,1009.0,84.0,0.0,1.0
216650,287.0,1009.0,80.0,12.0,0.0
216665,286.0,1014.0,77.0,0.0,1.0
216668,285.0,1015.0,83.0,0.0,1.0
216670,284.0,1015.0,85.0,0.0,1.0
216671,285.0,1015.0,84.0,0.0,1.0
216673,286.0,1016.0,77.0,0.0,1.0
216684,290.0,1013.0,62.0,0.0,1.0
216686,288.0,1014.0,82.0,19.0,0.0
216687,287.0,1013.0,90.0,56.0,0.0
216690,286.0,1012.0,92.0,12.0,0.0
216691,286.0,1011.0,93.0,33.0,0.0
216695,287.0,1011.0,96.0,0.0,1.0
216696,287.0,1011.0,96.0,0.0,1.0
216699,290.0,1012.0,78.0,14.0,0.0
216700,291.0,1012.0,71.0,0.0,1.0
216702,293.0,1013.0,61.0,0.0,1.0
216703,293.0,1013.0,58.0,0.0,1.0
216713,289.0,1014.0,81.0,0.0,1.0
216716,289.0,1012.0,88.0,0.0,1.0
216719,289.0,1012.0,95.0,75.0,0.0
216720,289.0,1012.0,95.0,16.0,0.0
216726,292.0,1013.0,87.0,0.0,1.0
216727,292.0,1013.0,81.0,0.0,1.0
216731,293.0,1015.0,75.0,0.0,1.0
216733,291.0,1016.0,84.0,0.0,1.0
216734,288.0,1016.0,92.0,0.0,1.0
216739,287.0,1017.0,95.0,0.0,1.0
216741,287.0,1018.0,97.0,0.0,1.0
216744,289.0,1018.0,93.0,0.0,1.0
216747,295.0,1019.0,70.0,13.0,0.0
216750,297.0,1018.0,59.0,0.0,1.0
216751,298.0,1017.0,57.0,0.0,1.0
216763,292.0,1015.0,84.0,0.0,1.0
216765,291.0,1014.0,90.0,0.0,1.0
216772,297.0,1016.0,65.0,0.0,1.0
216778,302.0,1014.0,50.0,0.0,1.0
216780,300.0,1014.0,64.0,0.0,1.0
216783,293.0,1015.0,90.0,34.0,0.0
216784,292.0,1016.0,94.0,17.0,0.0
216787,291.0,1015.0,96.0,73.0,0.0
216788,290.0,1015.0,96.0,15.0,0.0
216792,291.0,1016.0,94.0,0.0,1.0
216794,293.0,1016.0,85.0,0.0,1.0
216795,294.0,1017.0,79.0,0.0,1.0
216796,295.0,1017.0,74.0,0.0,1.0
216797,296.0,1017.0,69.0,0.0,1.0
216803,297.0,1018.0,55.0,0.0,1.0
216804,296.0,1018.0,61.0,0.0,1.0
216805,294.0,1018.0,70.0,0.0,1.0
216809,289.0,1020.0,86.0,0.0,1.0
216814,287.0,1019.0,92.0,0.0,1.0
216815,288.0,1019.0,91.0,0.0,1.0
216817,292.0,1019.0,76.0,0.0,1.0
216821,298.0,1016.0,61.0,0.0,1.0
216822,299.0,1016.0,59.0,0.0,1.0
216823,300.0,1015.0,58.0,0.0,1.0
216824,301.0,1014.0,57.0,0.0,1.0
216826,301.0,1012.0,55.0,0.0,1.0
216832,292.0,1012.0,96.0,72.0,0.0
216835,291.0,1013.0,98.0,0.0,1.0
216844,295.0,1015.0,77.0,0.0,1.0
216845,295.0,1016.0,73.0,0.0,1.0
216854,292.0,1018.0,85.0,0.0,1.0
216855,291.0,1018.0,89.0,0.0,1.0
216858,288.0,1018.0,96.0,0.0,1.0
216868,292.0,1020.0,86.0,61.0,0.0
216869,291.0,1020.0,90.0,81.0,0.0
216872,290.0,1020.0,85.0,19.0,0.0
216874,292.0,1020.0,77.0,0.0,1.0
216879,289.0,1021.0,92.0,0.0,1.0
216882,287.0,1021.0,98.0,0.0,1.0
216883,287.0,1021.0,98.0,0.0,1.0
216884,287.0,1021.0,98.0,0.0,1.0
216885,287.0,1020.0,98.0,0.0,1.0
216893,296.0,1019.0,65.0,0.0,1.0
216894,297.0,1019.0,62.0,0.0,1.0
216895,298.0,1019.0,59.0,0.0,1.0
216897,300.0,1018.0,56.0,0.0,1.0
216905,292.0,1018.0,88.0,0.0,1.0
216906,291.0,1018.0,91.0,0.0,1.0
216908,291.0,1017.0,93.0,0.0,1.0
216910,291.0,1018.0,97.0,0.0,1.0
216911,291.0,1018.0,97.0,0.0,1.0
216914,292.0,1019.0,86.0,0.0,1.0
216916,294.0,1020.0,72.0,0.0,1.0
216917,295.0,1020.0,68.0,0.0,1.0
216919,296.0,1019.0,61.0,0.0,1.0
216921,297.0,1019.0,58.0,0.0,1.0
216925,293.0,1020.0,68.0,0.0,1.0
216926,291.0,1020.0,73.0,0.0,1.0
216931,286.0,1020.0,91.0,0.0,1.0
216932,286.0,1020.0,94.0,0.0,1.0
216933,285.0,1020.0,95.0,0.0,1.0
216935,286.0,1019.0,91.0,0.0,1.0
216938,293.0,1018.0,62.0,0.0,1.0
216940,295.0,1017.0,55.0,0.0,1.0
216941,295.0,1016.0,55.0,11.0,0.0
216943,295.0,1016.0,54.0,0.0,1.0
216946,295.0,1014.0,54.0,0.0,1.0
216947,294.0,1014.0,58.0,0.0,1.0
216948,293.0,1014.0,63.0,0.0,1.0
216950,289.0,1014.0,82.0,0.0,1.0
216958,286.0,1014.0,96.0,19.0,0.0
216959,285.0,1014.0,95.0,16.0,0.0
216960,286.0,1014.0,93.0,0.0,1.0
216967,290.0,1013.0,73.0,0.0,1.0
216970,290.0,1013.0,71.0,145.0,0.0
216971,289.0,1012.0,80.0,252.0,0.0
216972,289.0,1013.0,84.0,13.0,0.0
216976,285.0,1015.0,95.0,0.0,1.0
216984,286.0,1017.0,94.0,0.0,1.0
216985,288.0,1017.0,89.0,0.0,1.0
216988,291.0,1018.0,68.0,12.0,0.0
216991,292.0,1018.0,59.0,0.0,1.0
216993,292.0,1018.0,58.0,0.0,1.0
216994,292.0,1018.0,59.0,0.0,1.0
216995,291.0,1018.0,61.0,0.0,1.0
216999,288.0,1020.0,81.0,0.0,1.0
217008,287.0,1021.0,89.0,0.0,1.0
217022,290.0,1021.0,74.0,0.0,1.0
217023,288.0,1022.0,80.0,0.0,1.0
217026,285.0,1022.0,93.0,0.0,1.0
217028,284.0,1022.0,97.0,0.0,1.0
217029,284.0,1022.0,97.0,0.0,1.0
217039,297.0,1020.0,41.0,0.0,1.0
217050,288.0,1020.0,82.0,0.0,1.0
217051,287.0,1020.0,82.0,0.0,1.0
217052,287.0,1020.0,81.0,0.0,1.0
217054,286.0,1021.0,83.0,0.0,1.0
217055,288.0,1021.0,81.0,0.0,1.0
217057,292.0,1021.0,66.0,0.0,1.0
217059,297.0,1021.0,51.0,0.0,1.0
217063,300.0,1020.0,36.0,0.0,1.0
217068,298.0,1019.0,46.0,0.0,1.0
217069,295.0,1019.0,56.0,0.0,1.0
217070,292.0,1020.0,64.0,0.0,1.0
217080,290.0,1020.0,72.0,0.0,1.0
217087,302.0,1018.0,34.0,0.0,1.0
217088,301.0,1017.0,35.0,0.0,1.0
217092,297.0,1017.0,56.0,0.0,1.0
217095,291.0,1017.0,86.0,0.0,1.0
217097,290.0,1018.0,91.0,0.0,1.0
217099,290.0,1017.0,93.0,0.0,1.0
217101,288.0,1017.0,96.0,185.0,0.0
217104,290.0,1017.0,94.0,0.0,1.0
217113,298.0,1016.0,51.0,0.0,1.0
217114,297.0,1015.0,52.0,0.0,1.0
217117,294.0,1016.0,63.0,0.0,1.0
217121,289.0,1016.0,88.0,0.0,1.0
217122,288.0,1016.0,90.0,0.0,1.0
217123,287.0,1016.0,92.0,0.0,1.0
217126,286.0,1016.0,95.0,0.0,1.0
217130,294.0,1016.0,75.0,0.0,1.0
217132,296.0,1016.0,60.0,0.0,1.0
217134,297.0,1015.0,59.0,0.0,1.0
217145,289.0,1013.0,90.0,0.0,1.0
217147,288.0,1013.0,93.0,0.0,1.0
217149,287.0,1012.0,97.0,0.0,1.0
217154,294.0,1012.0,79.0,0.0,1.0
217155,295.0,1012.0,73.0,0.0,1.0
217161,298.0,1010.0,55.0,0.0,1.0
217162,297.0,1010.0,57.0,0.0,1.0
217163,297.0,1010.0,59.0,0.0,1.0
217166,293.0,1011.0,80.0,0.0,1.0
217172,288.0,1012.0,96.0,0.0,1.0
217174,287.0,1012.0,96.0,0.0,1.0
217179,297.0,1013.0,59.0,0.0,1.0
217180,298.0,1013.0,57.0,11.0,0.0
217181,298.0,1013.0,54.0,0.0,1.0
217193,292.0,1015.0,73.0,0.0,1.0
217203,300.0,1015.0,52.0,0.0,1.0
217207,302.0,1014.0,45.0,0.0,1.0
217209,303.0,1014.0,44.0,0.0,1.0
217222,290.0,1016.0,73.0,0.0,1.0
217230,301.0,1017.0,39.0,0.0,1.0
217234,302.0,1016.0,33.0,0.0,1.0
217237,297.0,1016.0,46.0,0.0,1.0
217238,295.0,1017.0,51.0,0.0,1.0
217240,293.0,1017.0,55.0,0.0,1.0
217242,292.0,1017.0,59.0,0.0,1.0
217255,300.0,1017.0,42.0,0.0,1.0
217257,301.0,1016.0,38.0,0.0,1.0
217260,300.0,1016.0,41.0,0.0,1.0
217261,297.0,1016.0,49.0,0.0,1.0
217262,295.0,1017.0,54.0,0.0,1.0
217265,293.0,1017.0,62.0,0.0,1.0
217269,290.0,1017.0,69.0,0.0,1.0
217270,289.0,1017.0,71.0,0.0,1.0
217271,290.0,1017.0,70.0,0.0,1.0
217272,293.0,1017.0,63.0,0.0,1.0
217281,302.0,1014.0,32.0,0.0,1.0
217283,301.0,1014.0,33.0,0.0,1.0
217284,300.0,1014.0,36.0,0.0,1.0
217289,292.0,1016.0,57.0,0.0,1.0
217291,291.0,1016.0,62.0,0.0,1.0
217292,290.0,1016.0,65.0,0.0,1.0
217300,301.0,1017.0,38.0,0.0,1.0
217307,302.0,1015.0,32.0,0.0,1.0
217309,298.0,1016.0,42.0,0.0,1.0
217311,295.0,1017.0,52.0,0.0,1.0
217321,295.0,1018.0,61.0,0.0,1.0
217325,301.0,1017.0,38.0,0.0,1.0
217332,301.0,1014.0,37.0,0.0,1.0
217336,295.0,1015.0,64.0,0.0,1.0
217337,294.0,1015.0,68.0,0.0,1.0
217339,292.0,1015.0,74.0,0.0,1.0
217343,291.0,1014.0,82.0,0.0,1.0
217345,294.0,1014.0,74.0,0.0,1.0
217346,296.0,1014.0,66.0,0.0,1.0
217347,298.0,1014.0,58.0,0.0,1.0
217348,300.0,1013.0,50.0,0.0,1.0
217350,302.0,1012.0,39.0,0.0,1.0
217351,302.0,1012.0,39.0,0.0,1.0
217354,302.0,1012.0,37.0,0.0,1.0
217358,296.0,1011.0,57.0,0.0,1.0
217362,294.0,1011.0,64.0,0.0,1.0
217364,293.0,1011.0,65.0,0.0,1.0
217370,298.0,1010.0,55.0,0.0,1.0
217371,299.0,1010.0,50.0,0.0,1.0
217375,304.0,1007.0,34.0,0.0,1.0
217376,304.0,1006.0,33.0,0.0,1.0
217383,296.0,1003.0,60.0,0.0,1.0
217384,294.0,1002.0,69.0,0.0,1.0
217386,293.0,1002.0,75.0,0.0,1.0
217393,290.0,1004.0,91.0,0.0,1.0
217401,295.0,1003.0,58.0,0.0,1.0
217405,291.0,1003.0,80.0,26.0,0.0
217409,289.0,1004.0,84.0,0.0,1.0
217411,289.0,1005.0,89.0,0.0,1.0
217421,293.0,1010.0,73.0,0.0,1.0
217433,286.0,1017.0,87.0,0.0,1.0
217435,287.0,1018.0,83.0,0.0,1.0
217437,285.0,1018.0,92.0,0.0,1.0
217438,284.0,1018.0,95.0,0.0,1.0
217444,296.0,1018.0,54.0,0.0,1.0
217445,296.0,1018.0,53.0,0.0,1.0
217448,298.0,1017.0,50.0,0.0,1.0
217449,297.0,1017.0,49.0,0.0,1.0
217456,289.0,1016.0,88.0,0.0,1.0
217462,287.0,1013.0,91.0,0.0,1.0
217468,297.0,1011.0,59.0,0.0,1.0
217473,300.0,1008.0,41.0,0.0,1.0
217479,295.0,1006.0,58.0,0.0,1.0
217480,295.0,1006.0,59.0,0.0,1.0
217488,292.0,1008.0,83.0,0.0,1.0
217500,296.0,1008.0,62.0,0.0,1.0
217503,294.0,1008.0,72.0,0.0,1.0
217507,292.0,1007.0,85.0,0.0,1.0
217509,291.0,1007.0,89.0,0.0,1.0
217514,295.0,1008.0,75.0,74.0,0.0
217518,297.0,1009.0,69.0,17.0,0.0
217524,298.0,1008.0,59.0,0.0,1.0
217526,294.0,1009.0,71.0,0.0,1.0
217533,292.0,1007.0,78.0,0.0,1.0
217536,293.0,1007.0,74.0,0.0,1.0
217538,295.0,1008.0,67.0,0.0,1.0
217539,296.0,1009.0,65.0,0.0,1.0
217541,298.0,1009.0,52.0,0.0,1.0
217543,299.0,1009.0,42.0,0.0,1.0
217549,296.0,1009.0,55.0,0.0,1.0
217551,292.0,1009.0,71.0,0.0,1.0
217552,293.0,1009.0,69.0,0.0,1.0
217563,293.0,1008.0,74.0,27.0,0.0
217565,294.0,1008.0,69.0,0.0,1.0
217567,295.0,1007.0,62.0,0.0,1.0
217572,294.0,1007.0,59.0,0.0,1.0
217579,286.0,1008.0,92.0,0.0,1.0
217581,286.0,1008.0,92.0,0.0,1.0
217585,290.0,1009.0,74.0,17.0,0.0
217587,292.0,1009.0,67.0,0.0,1.0
217600,288.0,1014.0,89.0,0.0,1.0
217601,287.0,1015.0,90.0,0.0,1.0
217604,286.0,1017.0,88.0,0.0,1.0
217607,285.0,1019.0,89.0,0.0,1.0
217608,286.0,1020.0,86.0,0.0,1.0
217610,289.0,1020.0,68.0,0.0,1.0
217611,290.0,1021.0,61.0,0.0,1.0
217620,290.0,1022.0,53.0,0.0,1.0
217621,287.0,1022.0,63.0,0.0,1.0
217623,286.0,1022.0,70.0,0.0,1.0
217625,285.0,1023.0,76.0,0.0,1.0
217631,282.0,1023.0,88.0,0.0,1.0
217639,294.0,1021.0,38.0,0.0,1.0
217642,294.0,1020.0,39.0,0.0,1.0
217645,291.0,1018.0,52.0,0.0,1.0
217647,289.0,1018.0,59.0,0.0,1.0
217648,288.0,1017.0,62.0,0.0,1.0
217650,287.0,1016.0,70.0,0.0,1.0
217651,286.0,1016.0,74.0,0.0,1.0
217658,292.0,1013.0,61.0,0.0,1.0
217662,296.0,1010.0,55.0,0.0,1.0
217671,288.0,1008.0,96.0,53.0,0.0
217679,287.0,1008.0,93.0,0.0,1.0
217681,289.0,1009.0,88.0,0.0,1.0
217688,293.0,1007.0,58.0,0.0,1.0
217691,292.0,1007.0,60.0,0.0,1.0
217692,291.0,1007.0,65.0,0.0,1.0
217695,288.0,1007.0,76.0,0.0,1.0
217696,288.0,1007.0,79.0,0.0,1.0
217698,287.0,1007.0,84.0,0.0,1.0
217701,287.0,1006.0,89.0,0.0,1.0
217703,287.0,1007.0,91.0,0.0,1.0
217706,289.0,1008.0,80.0,0.0,1.0
217708,291.0,1008.0,69.0,0.0,1.0
217710,292.0,1008.0,69.0,0.0,1.0
217711,293.0,1008.0,69.0,0.0,1.0
217715,291.0,1008.0,75.0,16.0,0.0
217717,289.0,1009.0,89.0,0.0,1.0
217721,288.0,1011.0,90.0,0.0,1.0
217722,288.0,1011.0,90.0,0.0,1.0
217726,287.0,1011.0,92.0,0.0,1.0
217727,287.0,1012.0,93.0,0.0,1.0
217730,289.0,1013.0,81.0,0.0,1.0
217737,291.0,1011.0,71.0,0.0,1.0
217739,290.0,1011.0,77.0,0.0,1.0
217744,287.0,1010.0,94.0,12.0,0.0
217750,288.0,1010.0,94.0,0.0,1.0
217755,290.0,1011.0,83.0,0.0,1.0
217756,291.0,1012.0,77.0,0.0,1.0
217759,294.0,1012.0,65.0,0.0,1.0
217761,294.0,1011.0,64.0,0.0,1.0
217762,294.0,1012.0,64.0,0.0,1.0
217771,287.0,1014.0,98.0,0.0,1.0
217773,287.0,1014.0,98.0,0.0,1.0
217774,287.0,1014.0,98.0,0.0,1.0
217780,289.0,1014.0,100.0,132.0,0.0
217782,290.0,1014.0,97.0,45.0,0.0
217784,292.0,1013.0,87.0,0.0,1.0
217785,293.0,1013.0,84.0,0.0,1.0
217788,291.0,1013.0,88.0,0.0,1.0
217790,289.0,1013.0,95.0,0.0,1.0
217795,287.0,1011.0,95.0,0.0,1.0
217797,287.0,1011.0,94.0,0.0,1.0
217798,287.0,1010.0,94.0,0.0,1.0
217803,290.0,1009.0,86.0,139.0,0.0
217804,289.0,1009.0,92.0,371.0,0.0
217805,289.0,1009.0,94.0,186.0,0.0
217806,289.0,1009.0,91.0,48.0,0.0
217807,290.0,1009.0,88.0,0.0,1.0
217809,290.0,1009.0,78.0,0.0,1.0
217811,288.0,1009.0,82.0,108.0,0.0
217814,286.0,1010.0,89.0,0.0,1.0
217819,285.0,1011.0,92.0,0.0,1.0
217820,284.0,1011.0,91.0,0.0,1.0
217822,284.0,1010.0,90.0,0.0,1.0
217823,284.0,1011.0,89.0,0.0,1.0
217824,285.0,1011.0,86.0,0.0,1.0
217831,289.0,1012.0,75.0,0.0,1.0
217836,288.0,1013.0,82.0,0.0,1.0
217840,286.0,1015.0,95.0,0.0,1.0
217844,284.0,1016.0,95.0,0.0,1.0
217846,284.0,1016.0,94.0,0.0,1.0
217850,287.0,1018.0,79.0,0.0,1.0
217852,289.0,1018.0,68.0,0.0,1.0
217857,291.0,1018.0,54.0,0.0,1.0
217860,287.0,1019.0,73.0,0.0,1.0
217864,283.0,1020.0,86.0,0.0,1.0
217865,283.0,1020.0,88.0,0.0,1.0
217867,281.0,1021.0,93.0,0.0,1.0
217869,280.0,1021.0,95.0,0.0,1.0
217870,280.0,1021.0,95.0,0.0,1.0
217871,281.0,1022.0,95.0,0.0,1.0
217873,286.0,1022.0,85.0,0.0,1.0
217879,295.0,1022.0,45.0,0.0,1.0
217888,286.0,1023.0,78.0,0.0,1.0
217889,286.0,1023.0,79.0,0.0,1.0
217890,285.0,1023.0,81.0,0.0,1.0
217891,285.0,1023.0,82.0,0.0,1.0
217892,284.0,1023.0,84.0,0.0,1.0
217894,283.0,1023.0,87.0,0.0,1.0
217896,285.0,1024.0,86.0,0.0,1.0
217897,287.0,1024.0,79.0,0.0,1.0
217898,291.0,1024.0,68.0,0.0,1.0
217900,295.0,1024.0,55.0,0.0,1.0
217908,293.0,1024.0,59.0,0.0,1.0
217910,290.0,1025.0,71.0,0.0,1.0
217912,288.0,1025.0,77.0,0.0,1.0
217920,285.0,1028.0,89.0,0.0,1.0
217922,292.0,1028.0,68.0,0.0,1.0
217927,298.0,1028.0,42.0,0.0,1.0
217929,298.0,1028.0,43.0,0.0,1.0
217936,287.0,1030.0,82.0,0.0,1.0
217937,286.0,1030.0,86.0,0.0,1.0
217940,284.0,1030.0,93.0,0.0,1.0
217943,284.0,1030.0,96.0,0.0,1.0
217956,294.0,1028.0,64.0,0.0,1.0
217957,292.0,1029.0,71.0,0.0,1.0
217959,290.0,1029.0,82.0,0.0,1.0
217960,289.0,1029.0,83.0,0.0,1.0
217963,287.0,1029.0,89.0,0.0,1.0
217966,285.0,1029.0,94.0,0.0,1.0
217970,293.0,1028.0,72.0,0.0,1.0
217972,296.0,1028.0,55.0,0.0,1.0
217975,298.0,1027.0,45.0,0.0,1.0
217976,299.0,1027.0,44.0,0.0,1.0
217988,287.0,1028.0,90.0,0.0,1.0
217992,288.0,1029.0,92.0,0.0,1.0
217994,292.0,1030.0,80.0,0.0,1.0
217996,296.0,1030.0,65.0,0.0,1.0
217997,296.0,1030.0,60.0,0.0,1.0
217999,298.0,1029.0,53.0,0.0,1.0
218000,297.0,1029.0,52.0,0.0,1.0
218002,296.0,1028.0,55.0,0.0,1.0
218004,292.0,1028.0,66.0,0.0,1.0
218011,284.0,1029.0,89.0,0.0,1.0
218015,283.0,1029.0,92.0,0.0,1.0
218019,290.0,1031.0,67.0,0.0,1.0
218022,293.0,1031.0,47.0,0.0,1.0
218024,294.0,1030.0,42.0,0.0,1.0
218028,289.0,1031.0,53.0,0.0,1.0
218029,287.0,1032.0,60.0,0.0,1.0
218031,284.0,1033.0,71.0,0.0,1.0
218033,281.0,1034.0,84.0,0.0,1.0
218034,280.0,1034.0,87.0,0.0,1.0
218040,280.0,1034.0,91.0,0.0,1.0
218045,290.0,1034.0,45.0,0.0,1.0
218046,291.0,1034.0,43.0,0.0,1.0
218048,292.0,1032.0,42.0,0.0,1.0
218051,290.0,1031.0,50.0,0.0,1.0
218053,286.0,1031.0,66.0,0.0,1.0
218055,283.0,1030.0,79.0,0.0,1.0
218056,282.0,1030.0,87.0,0.0,1.0
218060,280.0,1029.0,91.0,0.0,1.0
218061,279.0,1029.0,91.0,0.0,1.0
218068,292.0,1026.0,40.0,0.0,1.0
218069,293.0,1025.0,37.0,0.0,1.0
218071,295.0,1023.0,33.0,0.0,1.0
218074,295.0,1021.0,34.0,0.0,1.0
218082,286.0,1017.0,59.0,0.0,1.0
218085,286.0,1016.0,59.0,0.0,1.0
218089,289.0,1016.0,58.0,0.0,1.0
218095,295.0,1015.0,71.0,0.0,1.0
218100,292.0,1014.0,88.0,0.0,1.0
218104,289.0,1014.0,95.0,0.0,1.0
218108,288.0,1011.0,95.0,0.0,1.0
218114,290.0,1011.0,91.0,24.0,0.0
218116,291.0,1011.0,74.0,0.0,1.0
218122,292.0,1012.0,49.0,0.0,1.0
218124,289.0,1013.0,58.0,0.0,1.0
218125,287.0,1014.0,63.0,0.0,1.0
218126,286.0,1014.0,67.0,0.0,1.0
218128,285.0,1015.0,70.0,0.0,1.0
218129,285.0,1015.0,71.0,0.0,1.0
218131,284.0,1015.0,76.0,0.0,1.0
218134,283.0,1014.0,80.0,0.0,1.0
218137,286.0,1014.0,76.0,0.0,1.0
